Logging to ./experiments/advantage_regularized_ppo/
---------------------------------
| rollout/           |          |
|    ep_rew_mean_B_0          | 557          |
|    ep_rew_mean_B_1          | 457          |
|    ep_rew_mean_U_0          | 409          |
|    ep_rew_mean_U_1          | 294          |
| time/                       |              |
|    fps                      | 229          |
|    iterations               | 46           |
|    time_elapsed             | 801          |
|    total_timesteps          | 184000       |
| train/                      |              |
|    approx_kl                | 0.0005083331 |
|    clip_fraction            | 0.00243      |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.183       |
|    explained_variance       | 0.00125      |
|    explained_variance_B_0   | 0.0262       |
|    explained_variance_B_1   | 0.0316       |
|    explained_variance_U_0   | 0.031        |
|    explained_variance_U_1   | 0.0393       |
|    learning_rate            | 1e-05        |
|    loss                     | 18           |
|    n_updates                | 450          |
|    policy_gradient_loss     | -0.00078     |
|    policy_gradient_loss_B_0 | -0.000413    |
|    policy_gradient_loss_B_1 | -0.000463    |
|    policy_gradient_loss_U_0 | 0.000162     |
|    policy_gradient_loss_U_1 | 0.000136     |
|    value_loss               | 6.61         |
|    value_loss_B_0           | 4.5          |
|    value_loss_B_1           | 3.66         |
|    value_loss_U_0           | 3.7          |
|    value_loss_U_1           | 2.48         |
----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.8919691    |
|    benefit_1                | 0.77654946   |
|    bias_estimate            | 0.115419626  |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 228          |
|    ep_rew_mean_B_0          | 557          |
|    ep_rew_mean_B_1          | 457          |
|    ep_rew_mean_U_0          | 410          |
|    ep_rew_mean_U_1          | 295          |
| time/                       |              |
|    fps                      | 229          |
|    iterations               | 47           |
|    time_elapsed             | 818          |
|    total_timesteps          | 188000       |
| train/                      |              |
|    approx_kl                | 0.0015433653 |
|    clip_fraction            | 0.00122      |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.182       |
|    explained_variance       | -0.000101    |
|    explained_variance_B_0   | 0.0244       |
|    explained_variance_B_1   | 0.0268       |
|    explained_variance_U_0   | 0.029        |
|    explained_variance_U_1   | 0.0295       |
|    learning_rate            | 1e-05        |
|    loss                     | 14           |
|    n_updates                | 460          |
|    policy_gradient_loss     | -0.000912    |
|    policy_gradient_loss_B_0 | -0.000965    |
|    policy_gradient_loss_B_1 | 0.000365     |
|    policy_gradient_loss_U_0 | -3.8e-05     |
|    policy_gradient_loss_U_1 | 0.00149      |
|    value_loss               | 6.74         |
|    value_loss_B_0           | 4.9          |
|    value_loss_B_1           | 3.68         |
|    value_loss_U_0           | 4.07         |
|    value_loss_U_1           | 2.28         |
----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.8819992    |
|    benefit_1                | 0.7615074    |
|    bias_estimate            | 0.1204918    |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 231          |
|    ep_rew_mean_B_0          | 557          |
|    ep_rew_mean_B_1          | 457          |
|    ep_rew_mean_U_0          | 411          |
|    ep_rew_mean_U_1          | 296          |
| time/                       |              |
|    fps                      | 229          |
|    iterations               | 48           |
|    time_elapsed             | 836          |
|    total_timesteps          | 192000       |
| train/                      |              |
|    approx_kl                | 0.0013677061 |
|    clip_fraction            | 0.00362      |
|    clip_range               | 0.2          |
|    entropy_loss             | -0.188       |
|    explained_variance       | 0.00204      |
|    explained_variance_B_0   | 0.0322       |
|    explained_variance_B_1   | 0.0245       |
|    explained_variance_U_0   | 0.035        |
|    explained_variance_U_1   | 0.0347       |
|    learning_rate            | 1e-05        |
|    loss                     | 6.34         |
|    n_updates                | 470          |
|    policy_gradient_loss     | -0.00101     |
|    policy_gradient_loss_B_0 | -0.000228    |
|    policy_gradient_loss_B_1 | -0.00109     |
|    policy_gradient_loss_U_0 | 0.000585     |
|    policy_gradient_loss_U_1 | -5.76e-05    |
|    value_loss               | 6.21         |
|    value_loss_B_0           | 5.05         |
|    value_loss_B_1           | 3.45         |
|    value_loss_U_0           | 4.11         |
|    value_loss_U_1           | 2.31         |
----------------------------------------------
-----------------------------------------------
| rollout/                    |               |
|    benefit_0                | 0.8757106     |
|    benefit_1                | 0.6976122     |
|    bias_estimate            | 0.17809838    |
|    ep_len_mean              | 2e+03         |
|    ep_rew_mean              | 235           |
|    ep_rew_mean_B_0          | 557           |
|    ep_rew_mean_B_1          | 458           |
|    ep_rew_mean_U_0          | 413           |
|    ep_rew_mean_U_1          | 297           |
| time/                       |               |
|    fps                      | 229           |
|    iterations               | 49            |
|    time_elapsed             | 854           |
|    total_timesteps          | 196000        |
| train/                      |               |
|    approx_kl                | 0.00052603806 |
|    clip_fraction            | 0.000347      |
|    clip_range               | 0.2           |
|    entropy_loss             | -0.208        |
|    explained_variance       | 0.00491       |
|    explained_variance_B_0   | 0.0193        |
|    explained_variance_B_1   | 0.0281        |
|    explained_variance_U_0   | 0.0237        |
|    explained_variance_U_1   | 0.0317        |
|    learning_rate            | 1e-05         |
|    loss                     | 19.5          |
|    n_updates                | 480           |
|    policy_gradient_loss     | -0.000256     |
|    policy_gradient_loss_B_0 | -8.74e-05     |
|    policy_gradient_loss_B_1 | 0.000112      |
|    policy_gradient_loss_U_0 | -0.000499     |
|    policy_gradient_loss_U_1 | -0.000928     |
|    value_loss               | 7.06          |
|    value_loss_B_0           | 4.52          |
|    value_loss_B_1           | 3.82          |
|    value_loss_U_0           | 3.84          |
|    value_loss_U_1           | 2.54          |
-----------------------------------------------
----------------------------------------------
| rollout/                    |              |
|    benefit_0                | 0.86375976   |
|    benefit_1                | 0.77146167   |
|    bias_estimate            | 0.09229809   |
|    ep_len_mean              | 2e+03        |
|    ep_rew_mean              | 238          |
